theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Godfrey Hochbaum,TB Screening Studies,,Founding HBM research on tuberculosis X-ray uptake,Psychology,"Critical, Cultural & Environmental",A. Critical & Health Belief,Modern,Web,high
Stephen Kegels,Health Belief Model,,,Psychology,"Critical, Cultural & Environmental",A. Critical & Health Belief,Modern,DB,high
Stephen Kegels,Health Belief Model (Public Health),,,Psychology,"Critical, Cultural & Environmental",A. Critical & Health Belief,Modern,DB,high
Stephen Kegels,Perceived Barriers,,Perceived costs and obstacles deterring health action,Psychology,"Critical, Cultural & Environmental",A. Critical & Health Belief,Modern,Knowledge,high
Stephen Kegels,Dental Health Behavior,,Kegeles's HBM research on preventive dental care decisions,Psychology,"Critical, Cultural & Environmental",A. Critical & Health Belief,Modern,Web,med
Gary Berntson,Social Neuroscience,,,Psychology,Emerging & Contemporary,A. Digital & Cyberpsychology,Contemporary,DB,high
Gary Berntson,Social Neuroscience (General),,,Psychology,Emerging & Contemporary,A. Digital & Cyberpsychology,Contemporary,DB,high
Gary Berntson,Doctrine of Autonomic Space,,Sympathetic and parasympathetic systems as independent dimensions,Psychology,Emerging & Contemporary,A. Digital & Cyberpsychology,Contemporary,Web,high
Gary Berntson,Bivariate Autonomic Control,,Cardiac control modeled along two separable autonomic axes,Psychology,Emerging & Contemporary,A. Digital & Cyberpsychology,Contemporary,Web,med
Gary Berntson,Neurovisceral Integration,,"Brain-body integration linking emotion, cognition and physiology",Psychology,Emerging & Contemporary,A. Digital & Cyberpsychology,Contemporary,Knowledge,med
Edward L. Deci,Self-Determination Theory,,,Psychology,Emerging & Contemporary,A. Digital & Cyberpsychology,Contemporary,DB,high
Edward L. Deci,Self-Determination Theory (Health),,,Psychology,Emerging & Contemporary,A. Digital & Cyberpsychology,Contemporary,DB,high
Edward L. Deci,Intrinsic Motivation,,Acting from inherent interest rather than external reward,Psychology,Emerging & Contemporary,A. Digital & Cyberpsychology,Contemporary,Knowledge,high
Edward L. Deci,Cognitive Evaluation Theory,,How rewards and feedback affect intrinsic motivation,Psychology,Emerging & Contemporary,A. Digital & Cyberpsychology,Contemporary,Knowledge,high
Edward L. Deci,Overjustification Effect,,Extrinsic rewards undermining preexisting intrinsic interest,Psychology,Emerging & Contemporary,A. Digital & Cyberpsychology,Contemporary,Knowledge,high
Edward L. Deci,Basic Psychological Needs,,"Autonomy, competence and relatedness as universal needs",Psychology,Emerging & Contemporary,A. Digital & Cyberpsychology,Contemporary,Knowledge,high
Richard M. Ryan,Self-Determination Theory,,,Psychology,Emerging & Contemporary,A. Digital & Cyberpsychology,Contemporary,DB,high
Richard M. Ryan,Self-Determination Theory (Health),,,Psychology,Emerging & Contemporary,A. Digital & Cyberpsychology,Contemporary,DB,high
Richard M. Ryan,Organismic Integration Theory,,Continuum of extrinsic motivation from controlled to autonomous,Psychology,Emerging & Contemporary,A. Digital & Cyberpsychology,Contemporary,Knowledge,high
Richard M. Ryan,Autonomy Support,,Social contexts nurturing volition and self-endorsed action,Psychology,Emerging & Contemporary,A. Digital & Cyberpsychology,Contemporary,Knowledge,high
Richard M. Ryan,Eudaimonic Well-Being,,Wellness from need satisfaction and authentic living,Psychology,Emerging & Contemporary,A. Digital & Cyberpsychology,Contemporary,Knowledge,med
Richard M. Ryan,Intrinsic vs Extrinsic Goals,,"Aspirations toward growth versus wealth, fame and image",Psychology,Emerging & Contemporary,A. Digital & Cyberpsychology,Contemporary,Knowledge,med
Insoo Kim Berg,Solution-Building,,,Psychology,Counseling & Psychotherapy,A. Cognitive & Behavioral Therapies,Contemporary,DB,high
Insoo Kim Berg,Solution-Focused Brief Therapy (SFBT),,,Psychology,Counseling & Psychotherapy,A. Cognitive & Behavioral Therapies,Contemporary,DB,high
Insoo Kim Berg,Solution-Focused Brief Therapy,,Brief therapy building on client strengths and desired futures,Psychology,Counseling & Psychotherapy,A. Cognitive & Behavioral Therapies,Contemporary,Knowledge,high
Insoo Kim Berg,Miracle Question,,Imagining a future where the problem has vanished overnight,Psychology,Counseling & Psychotherapy,A. Cognitive & Behavioral Therapies,Contemporary,Knowledge,high
Insoo Kim Berg,Scaling Questions,,Rating progress to mobilize change toward goals,Psychology,Counseling & Psychotherapy,A. Cognitive & Behavioral Therapies,Contemporary,Knowledge,high
Insoo Kim Berg,Exception Finding,,Identifying times the problem was absent or lessened,Psychology,Counseling & Psychotherapy,A. Cognitive & Behavioral Therapies,Contemporary,Knowledge,high
Shinobu Kitayama,Cultural Self Theory,,,Psychology,"Critical, Cultural & Environmental",B. Cross-Cultural,Contemporary,DB,high
Shinobu Kitayama,Independent vs. Interdependent Self-Construal,,,Psychology,"Critical, Cultural & Environmental",B. Cross-Cultural,Contemporary,DB,high
Shinobu Kitayama,Independent vs Interdependent Self,,Cultures cultivating separate versus relational self-construals,Psychology,"Critical, Cultural & Environmental",B. Cross-Cultural,Contemporary,Knowledge,high
Shinobu Kitayama,Cultural Psychology,,Mind and culture as mutually constituting one another,Psychology,"Critical, Cultural & Environmental",B. Cross-Cultural,Contemporary,Knowledge,high
Shinobu Kitayama,Culture and the Self,,Self-concept shaped by cultural models of personhood,Psychology,"Critical, Cultural & Environmental",B. Cross-Cultural,Contemporary,Knowledge,high
Shinobu Kitayama,Cultural Task Analysis,,Everyday cultural practices reproducing psychological tendencies,Psychology,"Critical, Cultural & Environmental",B. Cross-Cultural,Contemporary,Knowledge,med
Shinobu Kitayama,Culture-Gene Coevolution (Psychology),,Genetic predispositions interacting with cultural environments,Psychology,"Critical, Cultural & Environmental",B. Cross-Cultural,Contemporary,Web,med
Rachel Kaplan,Attention Restoration Theory,,,Psychology,"Critical, Cultural & Environmental",C. Environmental,Contemporary,DB,high
Rachel Kaplan,Restoration Theory (Environmental),,,Psychology,"Critical, Cultural & Environmental",C. Environmental,Contemporary,DB,high
Rachel Kaplan,Restorative Environments,,Settings fostering recovery from mental fatigue,Psychology,"Critical, Cultural & Environmental",C. Environmental,Contemporary,Knowledge,high
Rachel Kaplan,The Experience of Nature,,Psychological benefits of contact with natural settings,Psychology,"Critical, Cultural & Environmental",C. Environmental,Contemporary,Knowledge,high
Rachel Kaplan,Preference Matrix,,"Coherence, legibility, complexity and mystery shaping landscape preference",Psychology,"Critical, Cultural & Environmental",C. Environmental,Contemporary,Knowledge,med
Rachel Kaplan,Fascination,,"Effortless attention nature draws, freeing directed attention",Psychology,"Critical, Cultural & Environmental",C. Environmental,Contemporary,Knowledge,high
Stephen Kaplan,Attention Restoration Theory,,,Psychology,"Critical, Cultural & Environmental",C. Environmental,Contemporary,DB,high
Stephen Kaplan,Restoration Theory (Environmental),,,Psychology,"Critical, Cultural & Environmental",C. Environmental,Contemporary,DB,high
Stephen Kaplan,Directed Attention Fatigue,,Depletion of voluntary attention from sustained mental effort,Psychology,"Critical, Cultural & Environmental",C. Environmental,Contemporary,Knowledge,high
Stephen Kaplan,Soft Fascination,,"Gentle, undemanding stimuli allowing attentional recovery",Psychology,"Critical, Cultural & Environmental",C. Environmental,Contemporary,Knowledge,high
Stephen Kaplan,Reasonable Person Model,,"Environments supporting understanding, exploration and meaningful action",Psychology,"Critical, Cultural & Environmental",C. Environmental,Contemporary,Knowledge,med
Stephen Kaplan,Being Away,,Psychological distance from demands as a restorative component,Psychology,"Critical, Cultural & Environmental",C. Environmental,Contemporary,Knowledge,med
Stephen Porges,Polyvagal Theory,,,Psychology,Health Psychology,C. Addiction & Health Behavior,Contemporary,DB,high
Stephen Porges,Polyvagal Theory (Trauma),,,Psychology,Health Psychology,C. Addiction & Health Behavior,Contemporary,DB,high
Stephen Porges,Neuroception,,Subconscious detection of safety or threat in the environment,Psychology,Health Psychology,C. Addiction & Health Behavior,Contemporary,Knowledge,high
Stephen Porges,Social Engagement System,,Vagal-facial circuit enabling calm social connection,Psychology,Health Psychology,C. Addiction & Health Behavior,Contemporary,Knowledge,high
Stephen Porges,Vagal Tone,,Parasympathetic regulation indexing emotional and physiological flexibility,Psychology,Health Psychology,C. Addiction & Health Behavior,Contemporary,Knowledge,high
Stephen Porges,Dorsal Vagal Shutdown,,Immobilization defense underlying freeze and collapse responses,Psychology,Health Psychology,C. Addiction & Health Behavior,Contemporary,Knowledge,med
Shelley E. Taylor,Hormonal Influences on Social Behavior,,,Psychology,Relationship & Interpersonal,B. Interdependence & Commitment,Contemporary,DB,high
Shelley E. Taylor,Social Support Theory (Relationships),,,Psychology,Relationship & Interpersonal,B. Interdependence & Commitment,Contemporary,DB,high
Shelley E. Taylor,Tend-and-Befriend,,Female stress response of nurturing and seeking social bonds,Psychology,Relationship & Interpersonal,B. Interdependence & Commitment,Contemporary,Knowledge,high
Shelley E. Taylor,Social Support Theory,,Relationships buffering stress and promoting health,Psychology,Relationship & Interpersonal,B. Interdependence & Commitment,Contemporary,Knowledge,high
Shelley E. Taylor,Positive Illusions,,Self-enhancing beliefs supporting mental health and coping,Psychology,Relationship & Interpersonal,B. Interdependence & Commitment,Contemporary,Knowledge,high
Shelley E. Taylor,Cognitive Adaptation Theory,,"Maintaining meaning, mastery and esteem after threatening events",Psychology,Relationship & Interpersonal,B. Interdependence & Commitment,Contemporary,Knowledge,high
Shelley E. Taylor,Health Psychology,,"Psychological factors shaping illness, coping and recovery",Psychology,Relationship & Interpersonal,B. Interdependence & Commitment,Contemporary,Knowledge,med
Anthony Greenwald,Implicit Association Test (IAT) (Theory),,,Psychology,Social Psychology,C. Social Cognition & Influence,Contemporary,DB,high
Anthony Greenwald,Implicit Bias Theory,,,Psychology,Social Psychology,C. Social Cognition & Influence,Contemporary,DB,high
Anthony Greenwald,Implicit Association Test,,Reaction-time measure of automatic attitudes and stereotypes,Psychology,Social Psychology,C. Social Cognition & Influence,Contemporary,Knowledge,high
Anthony Greenwald,Implicit Social Cognition,,Attitudes and beliefs operating outside conscious awareness,Psychology,Social Psychology,C. Social Cognition & Influence,Contemporary,Knowledge,high
Anthony Greenwald,Implicit Bias,,Unconscious associations influencing judgment and behavior,Psychology,Social Psychology,C. Social Cognition & Influence,Contemporary,Knowledge,high
Anthony Greenwald,Totalitarian Ego,,Self-serving biases reconstructing memory and self-image,Psychology,Social Psychology,C. Social Cognition & Influence,Contemporary,Knowledge,med
Anthony Greenwald,Self-Esteem (Implicit),,"Automatic, nonconscious evaluations of the self",Psychology,Social Psychology,C. Social Cognition & Influence,Contemporary,Knowledge,med
Carlo C. DiClemente,Transtheoretical Model (Stages of Change),,,Psychology,Health Psychology,B. Health Behavior Models,Contemporary,DB,high
Carlo C. DiClemente,Transtheoretical Model / Stages of Change (Health),,,Psychology,Health Psychology,B. Health Behavior Models,Contemporary,DB,high
Carlo C. DiClemente,Transtheoretical Model,,Behavior change unfolding through identifiable stages,Psychology,Health Psychology,B. Health Behavior Models,Contemporary,Knowledge,high
Carlo C. DiClemente,Stages of Change,,Precontemplation through maintenance in changing behavior,Psychology,Health Psychology,B. Health Behavior Models,Contemporary,Knowledge,high
Carlo C. DiClemente,Processes of Change,,Cognitive and behavioral activities driving stage progression,Psychology,Health Psychology,B. Health Behavior Models,Contemporary,Knowledge,high
Carlo C. DiClemente,Decisional Balance,,Weighing pros and cons in deciding to change,Psychology,Health Psychology,B. Health Behavior Models,Contemporary,Knowledge,high
